week,line,node,sku,degree
22,14,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,4.0
22,14,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,2.0
22,14,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,4.0
22,14,ESTRELLA DAMM|1/3|P6|KR02321,ESTRELLA DAMM|1/3|P6|KR02321,4.0
22,14,ESTRELLA DAMM|1/3|P6|KR02335,ESTRELLA DAMM|1/3|P6|KR02335,6.0
22,14,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,53.0
22,14,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,54.0
22,14,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,2.0
22,14,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
22,14,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,4.0
22,14,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,2.0
22,14,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,2.0
22,14,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,2.0
22,14,FREE DAMM|1/3|UNI|KR00032,FREE DAMM|1/3|UNI|KR00032,2.0
22,14,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,2.0
22,14,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,14.0
22,14,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,4.0
22,14,SKOL|1/3|RETR|KR80115,SKOL|1/3|RETR|KR80115,20.0
22,14,SKOL|1/3|RETR|KR80116,SKOL|1/3|RETR|KR80116,6.0
22,14,VICTORIA|1/3|P6|KR81115,VICTORIA|1/3|P6|KR81115,29.0
22,14,VICTORIA|1/3|PACK|KR81114,VICTORIA|1/3|PACK|KR81114,4.0
22,14,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,34.0
22,14,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,28.0
22,14,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,4.0
22,14,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,2.0
22,17,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
22,17,BOCK DAMM|1/3|UNI|KR02512,BOCK DAMM|1/3|UNI|KR02512,2.0
22,17,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,6.0
22,17,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,20.0
22,17,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,12.0
22,17,DAMM LEMON|1/3|PACK|KR00926,DAMM LEMON|1/3|PACK|KR00926,2.0
22,17,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,2.0
22,17,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,14.0
22,17,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,18.0
22,17,DAURA|1/3|UNI|KR02207,DAURA|1/3|UNI|KR02207,20.0
22,17,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,51.0
22,17,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,40.0
22,17,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,2.0
22,17,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,2.0
22,17,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,26.0
22,17,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,70.0
22,17,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,4.0
22,17,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,2.0
22,17,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,2.0
22,17,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
22,17,ESTRELLA LEVANTE|1/3|P24|KR00339,ESTRELLA LEVANTE|1/3|P24|KR00339,4.0
22,17,ESTRELLA LEVANTE|1/3|UNI|KR00339,ESTRELLA LEVANTE|1/3|UNI|KR00339,8.0
22,17,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,4.0
22,17,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,4.0
22,17,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,20.0
22,17,FREE DAMM LIMON|1/3|UNI|KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,4.0
22,17,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,4.0
22,17,FREE DAMM TOSTADA|1/3|UNI|KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,38.0
22,17,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,6.0
22,17,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,2.0
22,17,FREE DAMM|1/3|UNI|KR00036,FREE DAMM|1/3|UNI|KR00036,28.0
22,17,FREE DAMM|1/3|UNI|KR00037,FREE DAMM|1/3|UNI|KR00037,4.0
22,17,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,2.0
22,17,KELER NON ALCOHOLIC|1/3|UNI|KR83500,KELER NON ALCOHOLIC|1/3|UNI|KR83500,2.0
22,17,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
22,17,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,10.0
22,17,KELER|1/3|UNI|KR80024,KELER|1/3|UNI|KR80024,4.0
22,17,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,26.0
22,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,2.0
22,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,2.0
22,17,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,2.0
22,17,ORO|1/3|UNI|KR82703,ORO|1/3|UNI|KR82703,6.0
22,17,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,4.0
22,17,ROSA BLANCA|1/3|UNI|KR03502,ROSA BLANCA|1/3|UNI|KR03502,10.0
22,17,ROSA BLANCA|1/3|UNI|KR05802,ROSA BLANCA|1/3|UNI|KR05802,2.0
22,17,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,20.0
22,17,SKOL|1/3|UNI|KR80116,SKOL|1/3|UNI|KR80116,2.0
22,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,8.0
22,17,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,12.0
22,17,TURIA MARZEN|1/3|UNI|KR00607,TURIA MARZEN|1/3|UNI|KR00607,38.0
22,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",10.0
22,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",2.0
22,17,VICTORIA|1/3|RETR|KR81115,VICTORIA|1/3|RETR|KR81115,2.0
22,17,VICTORIA|1/3|UNI|KR81115,VICTORIA|1/3|UNI|KR81115,11.0
22,17,VICTORIA|1/3|UNI|KR81116,VICTORIA|1/3|UNI|KR81116,2.0
22,17,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,20.0
22,17,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,8.0
22,17,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,4.0
22,17,VOLL DAMM|1/3|PACK|KR00525,VOLL DAMM|1/3|PACK|KR00525,28.0
22,17,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,72.0
22,17,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,6.0
22,17,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,22.0
22,17,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,2.0
22,17,XIBECA|1/3|P24|KR00716,XIBECA|1/3|P24|KR00716,12.0
22,17,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
22,17,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,30.0
22,19,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
22,19,CARLSBERG|1/2|UNI|KR05701,CARLSBERG|1/2|UNI|KR05701,4.0
22,19,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,2.0
22,19,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,1.0
22,19,DAMM LEMON|1/2|UNI|KR07100,DAMM LEMON|1/2|UNI|KR07100,4.0
22,19,DAMM LEMON|1/3|PACK|KR00927,DAMM LEMON|1/3|PACK|KR00927,8.0
22,19,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,4.0
22,19,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,12.0
22,19,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,24.0
22,19,ESTRELLA DAMM|1/2|UNI|KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,4.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02037,ESTRELLA DAMM|1/2|UNI|KR02037,4.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02041,ESTRELLA DAMM|1/2|UNI|KR02041,4.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02042,ESTRELLA DAMM|1/2|UNI|KR02042,4.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02043,ESTRELLA DAMM|1/2|UNI|KR02043,12.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,16.0
22,19,ESTRELLA DAMM|1/2|UNI|KR02047,ESTRELLA DAMM|1/2|UNI|KR02047,12.0
22,19,ESTRELLA DAMM|1/2|UNI|KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,6.0
22,19,ESTRELLA DAMM|1/2|UNI|KR03113,ESTRELLA DAMM|1/2|UNI|KR03113,18.0
22,19,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,53.0
22,19,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,6.0
22,19,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,34.0
22,19,ESTRELLA DAMM|1/3|P24|KR02333,ESTRELLA DAMM|1/3|P24|KR02333,6.0
22,19,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,8.0
22,19,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,8.0
22,19,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,4.0
22,19,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,22.0
22,19,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
22,19,ESTRELLA DAMM|1/3|UNI|KR02333,ESTRELLA DAMM|1/3|UNI|KR02333,18.0
22,19,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,4.0
22,19,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
22,19,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,2.0
22,19,ESTRELLA DAMM|2/5|UNI|KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,10.0
22,19,ESTRELLA DAMM|2/5|UNI|KR06103,ESTRELLA DAMM|2/5|UNI|KR06103,18.0
22,19,ESTRELLA DAMM|2/5|UNI|KR06104,ESTRELLA DAMM|2/5|UNI|KR06104,6.0
22,19,ESTRELLA LEVANTE|1/2|UNI|KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,18.0
22,19,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,4.0
22,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,4.0
22,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,12.0
22,19,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,2.0
22,19,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,4.0
22,19,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,4.0
22,19,FREE DAMM|1/2|UNI|KR06200,FREE DAMM|1/2|UNI|KR06200,2.0
22,19,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,22.0
22,19,GRANDE|2/5|UNI|KR6BNG30,GRANDE|2/5|UNI|KR6BNG30,10.0
22,19,GRANDE|2/5|UNI|KR6BNG31,GRANDE|2/5|UNI|KR6BNG31,2.0
22,19,GRANDE|2/5|UNI|KR6BNS90,GRANDE|2/5|UNI|KR6BNS90,4.0
22,19,INEDIT|1/2|UNI|KR03307,INEDIT|1/2|UNI|KR03307,6.0
22,19,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,8.0
22,19,KELER|1/2|UNI|KR82407,KELER|1/2|UNI|KR82407,4.0
22,19,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
22,19,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,10.0
22,19,LA FRÍA|1/3|P24|KR6BNZF0,LA FRÍA|1/3|P24|KR6BNZF0,4.0
22,19,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,10.0
22,19,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,4.0
22,19,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,4.0
22,19,ROSA BLANCA|2/5|PACK|KR06301,ROSA BLANCA|2/5|PACK|KR06301,2.0
22,19,ROSA BLANCA|2/5|UNI|KR06301,ROSA BLANCA|2/5|UNI|KR06301,8.0
22,19,SABOR|1/2|UNI|KR6BNNN0,SABOR|1/2|UNI|KR6BNNN0,2.0
22,19,SABOR|1/2|UNI|KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,2.0
22,19,SAN MARCOS|2/5|UNI|KR6BNS90,SAN MARCOS|2/5|UNI|KR6BNS90,8.0
22,19,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,4.0
22,19,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,16.0
22,19,UNLAGUER|1/3|P24|KR6BNUL3,UNLAGUER|1/3|P24|KR6BNUL3,8.0
22,19,VICTORIA|1/2|UNI|KR82805,VICTORIA|1/2|UNI|KR82805,14.0
22,19,VICTORIA|1/2|UNI|KR82806,VICTORIA|1/2|UNI|KR82806,6.0
22,19,VICTORIA|1/3|P12|KR81115,VICTORIA|1/3|P12|KR81115,2.0
22,19,VOLL DAMM|1/2|UNI|KR02702,VOLL DAMM|1/2|UNI|KR02702,18.0
22,19,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,32.0
22,19,XIBECA|1/2|UNI|KR00203,XIBECA|1/2|UNI|KR00203,10.0
22,19,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,10.0
22,19,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
22,19,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,2.0
23,14,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,4.0
23,14,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,2.0
23,14,"DAURA 0,0|1/3|PACK|KR06400","DAURA 0,0|1/3|PACK|KR06400",4.0
23,14,DAURA IPA|1/3|PACK|KR06900,DAURA IPA|1/3|PACK|KR06900,2.0
23,14,DAURA|1/3|PACK|KR07000,DAURA|1/3|PACK|KR07000,2.0
23,14,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,24.0
23,14,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,2.0
23,14,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,4.0
23,14,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,2.0
23,14,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,4.0
23,14,ESTRELLA DAMM|1/3|P6|KR02321,ESTRELLA DAMM|1/3|P6|KR02321,4.0
23,14,ESTRELLA DAMM|1/3|P6|KR02335,ESTRELLA DAMM|1/3|P6|KR02335,6.0
23,14,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,60.0
23,14,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,55.0
23,14,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,2.0
23,14,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
23,14,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,4.0
23,14,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,2.0
23,14,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,4.0
23,14,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,2.0
23,14,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,2.0
23,14,FREE DAMM|1/3|UNI|KR00032,FREE DAMM|1/3|UNI|KR00032,2.0
23,14,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,2.0
23,14,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,14.0
23,14,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,4.0
23,14,SKOL|1/3|RETR|KR80115,SKOL|1/3|RETR|KR80115,20.0
23,14,SKOL|1/3|RETR|KR80116,SKOL|1/3|RETR|KR80116,6.0
23,14,VICTORIA|1/3|P6|KR81115,VICTORIA|1/3|P6|KR81115,29.0
23,14,VICTORIA|1/3|PACK|KR81114,VICTORIA|1/3|PACK|KR81114,4.0
23,14,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,38.0
23,14,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,32.0
23,14,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,4.0
23,14,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,4.0
23,17,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
23,17,BOCK DAMM|1/3|UNI|KR02512,BOCK DAMM|1/3|UNI|KR02512,2.0
23,17,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,6.0
23,17,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,20.0
23,17,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,12.0
23,17,DAMM LEMON|1/3|PACK|KR00926,DAMM LEMON|1/3|PACK|KR00926,2.0
23,17,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,2.0
23,17,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,14.0
23,17,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,18.0
23,17,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,4.0
23,17,DAURA|1/3|UNI|KR02207,DAURA|1/3|UNI|KR02207,20.0
23,17,DAURA|1/3|UNI|KR02209,DAURA|1/3|UNI|KR02209,3.0
23,17,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,52.0
23,17,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,42.0
23,17,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,2.0
23,17,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,2.0
23,17,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,26.0
23,17,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,74.0
23,17,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,4.0
23,17,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,2.0
23,17,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,2.0
23,17,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
23,17,ESTRELLA LEVANTE|1/3|P24|KR00339,ESTRELLA LEVANTE|1/3|P24|KR00339,4.0
23,17,ESTRELLA LEVANTE|1/3|UNI|KR00339,ESTRELLA LEVANTE|1/3|UNI|KR00339,8.0
23,17,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,4.0
23,17,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,4.0
23,17,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,20.0
23,17,FREE DAMM LIMON|1/3|UNI|KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,8.0
23,17,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,4.0
23,17,FREE DAMM TOSTADA|1/3|UNI|KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,40.0
23,17,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,6.0
23,17,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,2.0
23,17,FREE DAMM|1/3|UNI|KR00036,FREE DAMM|1/3|UNI|KR00036,28.0
23,17,FREE DAMM|1/3|UNI|KR00037,FREE DAMM|1/3|UNI|KR00037,4.0
23,17,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,4.0
23,17,KELER NON ALCOHOLIC|1/3|UNI|KR83500,KELER NON ALCOHOLIC|1/3|UNI|KR83500,2.0
23,17,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
23,17,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,14.0
23,17,KELER|1/3|UNI|KR80024,KELER|1/3|UNI|KR80024,4.0
23,17,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,28.0
23,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,2.0
23,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,2.0
23,17,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,2.0
23,17,ORO|1/3|UNI|KR82703,ORO|1/3|UNI|KR82703,6.0
23,17,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,6.0
23,17,ROSA BLANCA|1/3|UNI|KR03502,ROSA BLANCA|1/3|UNI|KR03502,12.0
23,17,ROSA BLANCA|1/3|UNI|KR05802,ROSA BLANCA|1/3|UNI|KR05802,2.0
23,17,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,22.0
23,17,SKOL|1/3|UNI|KR80116,SKOL|1/3|UNI|KR80116,2.0
23,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,10.0
23,17,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,14.0
23,17,TURIA MARZEN|1/3|UNI|KR00607,TURIA MARZEN|1/3|UNI|KR00607,40.0
23,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",10.0
23,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",2.0
23,17,VICTORIA|1/3|RETR|KR81115,VICTORIA|1/3|RETR|KR81115,2.0
23,17,VICTORIA|1/3|UNI|KR81115,VICTORIA|1/3|UNI|KR81115,11.0
23,17,VICTORIA|1/3|UNI|KR81116,VICTORIA|1/3|UNI|KR81116,2.0
23,17,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,20.0
23,17,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,8.0
23,17,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,4.0
23,17,VOLL DAMM|1/3|PACK|KR00525,VOLL DAMM|1/3|PACK|KR00525,30.0
23,17,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,74.0
23,17,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,6.0
23,17,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,22.0
